uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q258385,Roberta Bondar,1945,education,http://www.wikidata.org/entity/Q2926172,Brooks Institute,2,private for-profit educational institution | art academy,1941-1960
http://www.wikidata.org/entity/Q258385,Roberta Bondar,1945,education,http://www.wikidata.org/entity/Q632891,McMaster University,1,university in Ontario,1941-1960
http://www.wikidata.org/entity/Q258385,Roberta Bondar,1945,education,http://www.wikidata.org/entity/Q795988,University of Guelph,1,university in Ontario,1941-1960
http://www.wikidata.org/entity/Q25981,Michael J. Smith,1945,education,http://www.wikidata.org/entity/Q1515048,Naval Postgraduate School,5,university campus | military university | public educational institution of the United States | open-access publisher | staff college,1941-1960
http://www.wikidata.org/entity/Q25981,Michael J. Smith,1945,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1941-1960
http://www.wikidata.org/entity/Q25981,Michael J. Smith,1945,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q260217,Kenneth Ham,1964,education,http://www.wikidata.org/entity/Q1128819,United States Naval Test Pilot School,1,military school,1961-1980
http://www.wikidata.org/entity/Q260217,Kenneth Ham,1964,education,http://www.wikidata.org/entity/Q1515048,Naval Postgraduate School,5,university campus | military university | public educational institution of the United States | open-access publisher | staff college,1961-1980
http://www.wikidata.org/entity/Q260217,Kenneth Ham,1964,education,http://www.wikidata.org/entity/Q559549,United States Naval Academy,4,census-designated place in the United States | public educational institution of the United States | observatory | naval academy,1961-1980
http://www.wikidata.org/entity/Q260217,Kenneth Ham,1964,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q260217,Kenneth Ham,1964,education,http://www.wikidata.org/entity/Q4799418,Arthur L. Johnson High School,2,public school | high school,1961-1980
http://www.wikidata.org/entity/Q260329,Joseph R. Tanner,1950,employment,http://www.wikidata.org/entity/Q1206658,University of Colorado,1,university,1941-1960
http://www.wikidata.org/entity/Q260329,Joseph R. Tanner,1950,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q260329,Joseph R. Tanner,1950,education,http://www.wikidata.org/entity/Q457281,University of Illinois Urbana–Champaign,3,public research university | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q2620784,Robert Michael White,1924,education,http://www.wikidata.org/entity/Q432637,George Washington University,4,private not-for-profit educational institution | open-access publisher | research university | private university,1921-1940
http://www.wikidata.org/entity/Q2620784,Robert Michael White,1924,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1921-1940
http://www.wikidata.org/entity/Q2620784,Robert Michael White,1924,education,http://www.wikidata.org/entity/Q4697817,Air Command and Staff College,1,staff college,1921-1940
http://www.wikidata.org/entity/Q2620784,Robert Michael White,1924,education,http://www.wikidata.org/entity/Q75478,New York University Tandon School of Engineering,4,private not-for-profit educational institution | organization | university | faculty,1921-1940
http://www.wikidata.org/entity/Q2620784,Robert Michael White,1924,education,http://www.wikidata.org/entity/Q49210,New York University,4,research university | private university | workplace | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q262359,Tamara E. Jernigan,1959,education,http://www.wikidata.org/entity/Q842909,Rice University,3,private not-for-profit educational institution | research university | private university,1941-1960
http://www.wikidata.org/entity/Q262359,Tamara E. Jernigan,1959,education,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q262359,Tamara E. Jernigan,1959,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q262359,Tamara E. Jernigan,1959,education,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",4,public research university | United Nations Depository Library | public educational institution of the United States | land-grant university,1941-1960
http://www.wikidata.org/entity/Q262359,Tamara E. Jernigan,1959,education,http://www.wikidata.org/entity/Q7419530,Santa Fe High School,2,public school | high school,1941-1960
http://www.wikidata.org/entity/Q26255563,Andrei Babkin,1969,education,http://www.wikidata.org/entity/Q4097537,Bryansk State Technical University,1,university,1961-1980
http://www.wikidata.org/entity/Q26255563,Andrei Babkin,1969,education,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | publishing company | open-access publisher,1961-1980
http://www.wikidata.org/entity/Q26255563,Andrei Babkin,1969,employment,http://www.wikidata.org/entity/Q190795,Roscosmos State Corporation,3,state-owned enterprise | Federal Agency | space agency,1961-1980
http://www.wikidata.org/entity/Q2632140,Faiz Khaleed,1980,education,http://www.wikidata.org/entity/Q1142924,Universiti Malaya,2,open-access publisher | university,1961-1980
http://www.wikidata.org/entity/Q264460,Ellen S. Baker,1953,education,http://www.wikidata.org/entity/Q49115,Cornell University,5,research university | private university | land-grant university | sun grant institution | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q264460,Ellen S. Baker,1953,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q264460,Ellen S. Baker,1953,education,http://www.wikidata.org/entity/Q681025,University at Buffalo,3,public research university | public educational institution of the United States | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q264460,Ellen S. Baker,1953,education,http://www.wikidata.org/entity/Q3567094,Weill Cornell Medicine,3,medical facility | private not-for-profit educational institution | medical school,1941-1960
http://www.wikidata.org/entity/Q264460,Ellen S. Baker,1953,education,http://www.wikidata.org/entity/Q4874834,Bayside High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q265261,Janet L. Kavandi,1959,education,http://www.wikidata.org/entity/Q5047301,Carthage Senior High School,1,high school,1941-1960
http://www.wikidata.org/entity/Q265261,Janet L. Kavandi,1959,education,http://www.wikidata.org/entity/Q4380853,Missouri University of Science and Technology,2,public educational institution of the United States | public university,1941-1960
http://www.wikidata.org/entity/Q265261,Janet L. Kavandi,1959,education,http://www.wikidata.org/entity/Q6879708,Missouri Southern State University,2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q265261,Janet L. Kavandi,1959,education,http://www.wikidata.org/entity/Q219563,University of Washington,1,public university,1941-1960
http://www.wikidata.org/entity/Q266359,Nikolay Rukavishnikov,1932,employment,http://www.wikidata.org/entity/Q763402,S.P. Korolev Rocket and Space Corporation Energia,3,business | public company | enterprise,1921-1940
http://www.wikidata.org/entity/Q266359,Nikolay Rukavishnikov,1932,education,http://www.wikidata.org/entity/Q56837,National Research Nuclear University,2,university | national research university,1921-1940
http://www.wikidata.org/entity/Q26776784,Sergey Kud-Sverchkov,1983,education,http://www.wikidata.org/entity/Q1472245,Bauman Moscow State Technical University,3,national research university | institute of technology | open-access publisher,1981-2000
http://www.wikidata.org/entity/Q26837347,Mikhail Lisun,1935,education,http://www.wikidata.org/entity/Q16678111,Q16678111,1,educational institution,1921-1940
http://www.wikidata.org/entity/Q268912,Mary Ellen Weber,1962,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1961-1980
http://www.wikidata.org/entity/Q268912,Mary Ellen Weber,1962,education,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",4,public research university | United Nations Depository Library | public educational institution of the United States | land-grant university,1961-1980
http://www.wikidata.org/entity/Q268912,Mary Ellen Weber,1962,education,http://www.wikidata.org/entity/Q4879156,Bedford High School,2,public school | high school,1961-1980
http://www.wikidata.org/entity/Q268912,Mary Ellen Weber,1962,education,http://www.wikidata.org/entity/Q217741,Purdue University,3,public research university | public educational institution of the United States | land-grant university,1961-1980
http://www.wikidata.org/entity/Q268912,Mary Ellen Weber,1962,education,http://www.wikidata.org/entity/Q1536258,Southern Methodist University,2,private not-for-profit educational institution | private university,1961-1980
http://www.wikidata.org/entity/Q2705403,Philip K. Chapman,1935,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
http://www.wikidata.org/entity/Q2705403,Philip K. Chapman,1935,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,university | Institute of Technology | academic publisher | space grant institution | institute of technology | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q2705403,Philip K. Chapman,1935,education,http://www.wikidata.org/entity/Q7139740,Parramatta High School,1,high school,1921-1940
http://www.wikidata.org/entity/Q2705403,Philip K. Chapman,1935,education,http://www.wikidata.org/entity/Q487556,University of Sydney,1,public research university,1921-1940
http://www.wikidata.org/entity/Q2720489,John Barron McKay,1922,education,http://www.wikidata.org/entity/Q65379,Virginia Tech,4,university | land-grant university | United States senior military college | public educational institution of the United States,1921-1940
